"fec_info","codigo_tipo_persona","segmento","categoria","saldo_medio_total","saldo_medio_vista","saldo_medio_plazo","num_clientes"
202402,J,RESTO,Sin Categoria,237902191.6894275,237902191.6894275,0.0,86
202301,J,WEALTH MANAGEMENT,A,746406525.8429691,90665407.99677765,655741117.6462402,136
202305,J,WEALTH MANAGEMENT,A,1575268335.2261255,145485790.3327539,1429782545.2939453,126
202309,J,WEALTH MANAGEMENT,A,1204388685.4187105,179402116.52027297,1024986568.6494141,140
202401,J,WEALTH MANAGEMENT,A,1156108508.0287988,84602897.1127832,1071505610.8149414,144
202302,J,WEALTH MANAGEMENT,B,1276045755.248169,277212946.5611572,998832808.7475586,126
202306,J,WEALTH MANAGEMENT,B,1056773028.0661316,424989469.59591675,631783554.4555283,138
202310,J,WEALTH MANAGEMENT,B,1127040466.9816265,298745613.147213,828294840.295351,135
202402,J,WEALTH MANAGEMENT,B,641929076.0098152,471970580.3071785,169958495.6755371,119
202303,J,WEALTH MANAGEMENT,C,643062334.1004214,398694592.6889453,244367735.77163696,121
202307,J,WEALTH MANAGEMENT,C,612153630.8479468,282759276.9608618,329394346.6732788,140
202311,J,WEALTH MANAGEMENT,C,427363129.3483154,268466982.99492186,158896151.23620605,153
202403,J,WEALTH MANAGEMENT,C,1173107455.1862519,618583698.6567109,554523744.1936035,129
202304,J,WEALTH MANAGEMENT,D,1559553607.7020328,137066615.20128316,1422486991.922594,180
202308,J,WEALTH MANAGEMENT,D,2414270511.013239,225705607.79694557,2188564903.3498383,128
202312,J,WEALTH MANAGEMENT,D,888615126.5803223,182482877.88786316,706132247.6671486,117
202404,J,WEALTH MANAGEMENT,D,308794690.2765045,140235862.4576416,168558828.1606598,98
202302,J,WEALTH MANAGEMENT,Inactivos,6184970.5,0.0,6184970.5,1
202306,J,WEALTH MANAGEMENT,Inactivos,2938.39990234375,0.0,2938.39990234375,1
202310,J,WEALTH MANAGEMENT,Inactivos,32316.939453125,0.0,32316.939453125,1
202402,J,WEALTH MANAGEMENT,Inactivos,2898.75,0.0,2898.75,1
202302,J,EMPRESAS,A,32993725728.130527,22428866653.49251,10564859242.22935,7477
202306,J,EMPRESAS,A,36015028434.22654,22374520611.279,13640507672.493402,7728
202310,J,EMPRESAS,A,35179089774.947136,22678552346.858192,12500537418.410822,8100
202402,J,EMPRESAS,A,38433259721.20084,24295200731.081047,14138059201.034649,7907
202303,J,EMPRESAS,B,41257664136.16046,25586640217.50995,15671023720.097313,7137
202307,J,EMPRESAS,B,38802395203.408165,24633612787.089302,14168782458.836716,7508
202311,J,EMPRESAS,B,44111838154.07987,25320566108.23314,18791271979.890297,7508
202403,J,EMPRESAS,B,43963195529.3759,27876667705.23036,16086527773.976303,7580
202304,J,EMPRESAS,C,21552987025.90136,16010594056.96799,5542392976.935532,6676
202308,J,EMPRESAS,C,29261856589.10294,19342283363.562016,9919573310.991528,6672
202312,J,EMPRESAS,C,27647848141.237984,20767938441.570442,6879909702.975822,7070
202404,J,EMPRESAS,C,28345924858.54577,20056152160.452354,8289772598.294556,6836
202301,J,EMPRESAS,D,51154915071.11604,34136574255.424984,17018340701.95768,7075
202305,J,EMPRESAS,D,56520958098.23222,36830459550.99591,19690498675.81253,6665
202309,J,EMPRESAS,D,55630843146.534195,39546335830.18533,16084507287.273052,6711
